Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc
BIOL,101,81,3,TBA,,TBA,39,40,E McGee-Bergerol,47343,Online Only - TBA Mtg Pat,Origins of Life
BIOL,201,01,1,1330,1420,W,23,40,R French,43655,In Person,Grd Sem Biol Sci
ENGL,230,01,4,1600,1845,W,8,16,C Baer,47674,In Person,Sem 18th-Cen Brlt
ART,047,01,3,0900,1150,TR,21,24,Y Escalante,45195,In Person,Intro Metal Smithing
CMPE,198,80,3,TBA,,TBA,3,40,L Zou,49537,Online Only - TBA Mtg Pat,Technology & Civil
MUSC,203,01,3,1600,1845,W,8,15,E Buurman,43329,In Person,Sem in Styl & Perf
ZOOL,299,01,1,TBA,,TBA,0,10,,40811,In Person,Masters Thesis
NUFS,299,14,2,TBA,,TBA,0,10,X Liu,41675,In Person,Mas Thesis or Proj
CMPE,189,01,3,1500,1615,TR,12,30,W Wu,44478,In Person,Spcl Topics in CmpE
TA,120,01,3,0900,1015,MW,17,30,K Brandt,48790,In Person,Theatre History
ANTH,131,01,3,0900,1015,TR,36,35,J English-Lueck,41311,In Person,Theories of Cult
CS,157A,04,3,1630,1745,MW,36,30,C Pollett,47420,In Person,Int to Dtb Mgt Sys
MATH,031,09,4,0800,0850,MTWR,42,40,C Bugarin,49007,In Person,Calculus II
PHOT,126,01,3,1630,1745,MW,13,70,L Linden,49256,In Person,History of Photo
BME,117,01,3,1200,1320,TR,19,45,A Bellofiore,45870,In Person,Biotransport Phen
BIOL,115,12,0,1000,1050,F,21,22,F Farah,44599,In Person,General Genetics
NUFS,299,05,2,TBA,,TBA,0,10,J Gieng,40601,In Person,Mas Thesis or Proj
EDSE,105,04,6,TBA,,TBA,2,6,V Collins,44776,In Person,Sup Ind Plan Eval
BIOL,255M,02,3,1430,1715,R,3,9,M Dawson,50469,In Person,Adv Top Mol & Micr
AFAM,130,80,3,TBA,,TBA,15,40,L Tinson,50447,Online Only - TBA Mtg Pat,Psych Black Comm
CE,236,01,3,1800,2045,R,44,40,H Tooryani,47627,In Person,Constr Op Analysis
KIN,014A,03,1,1330,1420,TR,41,40,O Crespo,42514,In Person,Begin Volleyball
NURS,126A,01,2,1000,1140,R,56,62,C Hill,41799,In Person,Pediatric Theory
COMM,080,01,1,TBA,,TBA,45,45,R Cnudde,40130,In Person,Communication Workshop
OCTH,276,06,3,TBA,,TBA,17,21,M Tipton-Burton,46686,In Person,Pract & Seminar 1A
RELS,162,80,3,TBA,,TBA,33,40,L Stenmark,43940,Online Only - TBA Mtg Pat,Relig Controversy
MATH,015F,14,0,1000,1145,TR,0,30,L Mazmanyan,49579,In Person,Stats Statway A
BUS1,021,11,3,1630,1745,TR,37,45,D Belger,50152,In Person,Managerial Acctg
FS,163,02,0,1500,1730,R,12,36,M Juno,45803,In Person,Fingerprint Sci
CE,008,04,0,0900,1145,R,18,18,W Greenwood,41694,In Person,Plane Surveying
SCI,001,11,1.5,1630,1745,MW,23,45,K Singmaster,42115,In Person,Acadmc Excel Wkshp
KIN,061A,02,1,0930,1120,M,51,50,J Linafelter,40971,In Person,Begin Hatha Yoga
SE,156,02,3,1330,1445,TR,0,30,R Khayrallah,49249,In Person,Intro to Art Intel
HS,100W,11,3,TBA,,TBA,13,25,M Duphily,50166,Online Only - TBA Mtg Pat,Writing Workshop
LING,203,01,3,1630,1745,MW,13,15,K Moore,42875,In Person,Semantic Struc
HS,001,05,3,1200,1315,TR,32,30,L Mai,44761,In Person,Understand Health
AFAM,002A,82,3,TBA,,TBA,35,35,J Watkins,50512,Online Only - TBA Mtg Pat,AfAm & Dev Am Hist
PSYC,154,04,3,1030,1145,TR,42,40,A Asuncion,46858,In Person,Social Psy
GEOL,107,03,3,0900,1015,TR,37,37,J Petsche,41474,In Person,Prehistoric Life
MUSC,127A,01,1,0800,0850,TR,24,20,S Jones,41505,In Person,Fund Tech Strings
KIN,280,01,1,TBA,,TBA,0,5,B Shifflett,40378,In Person,Adv Fldwk Sprt Mgt
BME,274,01,3,1800,2045,T,28,70,F Erogbogbo,45872,In Person,Med Dev Regs & Manuf
ART,061,01,3,1500,1750,MW,21,24,T Powers,40011,In Person,Beginning Painting
ECON,103,02,4,1200,1315,MW,26,40,S Mukherjee,50694,In Person,Econometrics
MATH,031W,08,1,1030,1145,TR,27,28,L Torres,43869,In Person,Calculus II Workshop
HS,161,13,3,0900,0950,TR,34,25,L Mai,49217,In Person,Epidemiology
HS,180,12,3,TBA,,TBA,2,10,D McClure,46912,In Person,Indiv Studies
KIN,158,09,0,1000,1150,R,17,20,L Jin,46443,In Person,Biomechanics
ART,074,01,3,1800,2050,MW,20,24,C Dantas,45150,In Person,Intro to Digital Media
BUS1,020,01,3,1800,2045,M,47,45,D Belger,47262,In Person,Financial Account
COMM,191J,01,1,TBA,,TBA,43,45,M Sunseri,40274,In Person,Speech Judging
EE,122,03,0,1030,1315,W,24,20,N Iyer,41683,In Person,Electr Design I
HS,001,03,3,1200,1315,MW,34,30,M McCarthy,40149,In Person,Understand Health
HS,271,02,3,1800,2045,W,18,30,M Harvey,50156,In Person,Theory of Pub Hlth
KIN,035A,05,1,1530,1620,TR,32,32,L Pate,42095,In Person,Begin Wt Training
COMM,020,76,3,0730,0845,R,24,25,R Pashtunyar,47301,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking
DSGD,083,01,3,0800,1050,MW,27,25,E Briggs,41294,In Person,Digital Apps Basic
SOCS,195,01,3,1030,1145,TR,12,20,W Rouse,49862,In Person,Social Science Teacher Prep
POLS,160C,01,3,0900,1015,R,44,40,L Quill,44921,2 Pat - Mtg Pat & TBA (See Class Note),Recent Pol Thought
MATH,015F,03,3,0800,0850,M,0,30,M Zoubeidi,49568,In Person,Stats Statway A
MATH,298,02,3,TBA,,TBA,2,3,C Tortora,50753,In Person,Special Study
RTVF,185,01,3,1800,2045,W,15,30,D Todd,48268,In Person,Spec Topics RTVF
ECON,102,03,4,0900,1015,MW,38,39,M Brady,50420,In Person,Macr-Econ Analysis
CHAD,169,01,3,0900,1015,MW,31,30,D Bee-Gates,42377,In Person,Motiv Child/Adoles
PSYC,222,01,3,1200,1445,M,14,15,E Klaw,41942,In Person,Gender Ethnic Iss
GEOG,121,01,3,1030,1145,MW,8,35,M Kelley,47842,In Person,Pop & Global Change
BUS3,012,65,3,1800,2045,R,42,45,M Schwartz,47044,In Person,Managing My Life
MATH,030W,63,1,1200,1315,TR,28,28,M Roy,48424,In Person,Calculus I Workshop
ART,002,02,3,1030,1145,TR,24,24,M Wilson,41499,In Person,Artist in Culture
SCI,002,18,0,1800,1950,M,15,20,S Lilienthal,44035,In Person,Success in Science
ENGL,299,01,1,TBA,,TBA,0,6,R McNabb,50211,In Person,University Thesis
BIOL,180,36,2,TBA,,TBA,0,15,,48091,In Person,Indiv Studies
GEOL,007,04,0,1330,1615,M,25,24,D Espinoza,41262,In Person,Earth Time and Life
BUS1,173B,01,3,1800,2045,T,45,45,X Xu,47131,In Person,Prob in Fin Mgmt
ENVS,194,05,5,0730,0845,M,2,5,C Prado,42591,In Person,Environment Intern
SOCI,100W,03,3,1030,1145,TR,19,20,D Brook,47803,In Person,Writing Workshop
HIST,146,01,4,1200,1315,TR,25,25,X Hou,47057,In Person,Soviet Union
CS,256,02,3,0900,1015,MW,25,20,M Solh,49171,In Person,Top in Art Intell
ENVS,166,01,4,1100,1245,F,15,20,G Klee,42147,In Person,Nature Photography
COMM,285B,01,1,TBA,,TBA,0,5,T Hart,43988,In Person,TA Practicum II
BIOL,021,11,0,TBA,,TBA,31,24,A Harness,40069,In Person,Human Biology
ME,120,05,0,0900,1145,T,16,15,A Mysore,40754,In Person,Experimental Meths
MS,298,02,2,TBA,,TBA,0,25,,42062,In Person,Resrch Mar Sci
PSYC,158,02,3,1330,1445,TR,40,40,C Feria,45860,In Person,Perception
BUS5,142,03,3,1500,1615,MW,45,45,T Shi,44705,In Person,Total Quality Mgmt
TA,005,07,3,1030,1145,TR,26,26,B Swanson,41288,In Person,Acting
BIOL,299,02,1,TBA,,TBA,0,15,,40638,In Person,MA Thesis
URBP,236,01,4,1630,1915,M,14,15,S Alexander,42658,In Person,Urb Plan Pol Analysis
EE,106,02,0,1330,1615,T,4,20,B Furman,49525,In Person,Fund Mechatro Engr
BIOL,299,41,4,TBA,,TBA,0,15,,40786,In Person,MA Thesis
MUSC,025C,01,1,1230,1320,MW,30,30,S Brook,42574,In Person,PianoProf3
PKG,146,01,3,1030,1210,M,13,20,F Yambrach,48817,In Person,Medical Device Pkg
BIOL,066,25,0,1030,1320,T,23,24,V Jimenez,44243,In Person,Human Physiology
MDES,144,01,4,1630,1915,M,2,40,D Dudley,49515,In Person,Middle Eastern Pol
ENGL,001A,49,3,1330,1445,MW,23,23,O Lee,43160,In Person,First Year Writing
ASIA,122,02,3,1330,1445,TR,6,25,S Khan,49403,In Person,English World Lang
MUSC,010A,02,3,1330,1445,MW,68,70,R Sacolick,43964,In Person,Music Appreciation
SOCI,181,21,2,TBA,,TBA,1,2,E Sweet,40663,In Person,Service Internship
DSGD,100,03,3,1800,2050,MW,28,25,G Hom,41494,In Person,Vis Comm & Process
NUFS,280A,09,12,TBA,,TBA,0,10,G Pignotti,40556,In Person,Dietetic Internship
AMS,001A,05,0,1200,1315,MW,31,32,S Brown,47541,In Person,Amer Cultures 1877
CMPE,209,01,3,1800,2045,T,10,65,G Saldamli,47762,In Person,Network Security
PHIL,160,02,3,1500,1615,TR,55,60,K Patel,47744,In Person,Phil of Science
RTVF,136,02,0,2030,2145,M,18,18,H Mathias,45714,In Person,Adv Film/TV Prod
AAS,180,12,1,TBA,,TBA,0,3,,43982,In Person,Individual Studies
GEOL,180,16,1,TBA,,TBA,1,5,R Portner,43486,In Person,Indiv Studies
CMPE,142,02,3,1800,2045,W,25,50,Y Cui,47715,In Person,Operating Systems
SOCI,161,01,3,1330,1445,TR,30,35,P Chua,47243,In Person,City Life
NUFS,139,13,3,1500,1745,W,20,30,W Smith,41920,In Person,Hunger & Environ Nutr
CHAD,152,01,3,0900,1015,MW,31,30,T O'Donnell-Johnson,42836,In Person,Foundations EC Cur
TECH,171,11,0,TBA,,TBA,38,30,B Venkatraman,46722,In Person,Netwk Sec & Prev
MUSC,160J,02,1,TBA,,TBA,5,15,S Jones,46868,In Person,ENS: String Ensemble
SPAN,101B,01,4,0830,1010,TR,20,35,T Estrabao,42955,In Person,Advanced Spanish
JS,025,01,3,1330,1445,MW,57,65,N Birthelmer,45955,In Person,Intro HR & Justice
CHEM,009,03,1,1430,1720,R,18,17,X Wang,44110,In Person,Organic Chem Lab
ENVS,010,03,3,1500,1615,TR,97,100,R Lazzeri-Aerts,47570,In Person,Life Chang Planet
GEOL,005,02,3,1030,1145,TR,23,30,N Bogie,50035,In Person,Hum Dev Nat World
BIOL,010,01,3,0900,1015,TR,68,95,S Cuellar-Ortiz,40699,In Person,The Living World
CMPE,298I,41,3,TBA,,TBA,0,25,I Eswar,43523,In Person,CMPE/SE Internship
BUS5,147,01,3,1200,1315,MW,45,45,S Zhou,44726,In Person,Servic Oper Mgmt
COMM,168A,03,6,1030,1315,TR,18,40,C Rampini,47962,In Person,Global Climate Change I
ARTH,194A,01,3,1330,1445,TR,14,50,M Gasparini,48771,In Person,Art of China
ENGL,002,29,3,1500,1615,TR,23,25,S Harvey,50496,In Person,Critical Thinking and Writing
KIN,011A,01,1,1200,1330,TR,4,16,S Reekie,45929,In Person,Begin Rowing
ENGR,299,03,3,TBA,,TBA,0,25,P Hsu,41040,In Person,Masters Thesis
INFO,248,01,3,TBA,,TBA,34,35,S Khosrowpour,42313,Online Only - TBA Mtg Pat,Beg Cat & Class
DANC,048A,02,1,1430,1520,MW,5,40,B Ayers Jr,49460,In Person,Beg Latin Dance
ENGR,180,06,1,1300,1500,F,0,35,P Hsu,41664,In Person,Indiv Studies
MUSC,104,01,3,1200,1315,MW,24,25,B Belet,48279,In Person,Counterpoint
CHAD,100W,05,3,0900,1015,TR,26,25,R Joseph,42831,In Person,Writing Workshop
MICR,141L,02,3,1430,1720,MWF,10,12,D Rouhbakhsh,43660,In Person,Path Micro I Lab
BIOL,182,23,2,TBA,,TBA,0,15,,48055,In Person,Tutor Asst Biol
GEOG,180,01,3,TBA,,TBA,0,2,K Richardson,40141,In Person,Indiv Studies
BIOL,181,01,1,TBA,,TBA,0,15,,42750,In Person,Intro Health Care
BUS1,170,01,3,0730,0845,MW,47,45,B Parineh,47355,In Person,Fund of Finance
CHE,115,03,3,1800,1915,TR,45,70,C Riche,50355,In Person,Indus Chem Calc
TA,153,02,0,TBA,,TBA,11,25,C Carpenter,48936,In Person,Costume Design
CMPE,295A,01,3,1800,2045,F,32,30,D Harkey,42267,In Person,Master Project I
BME,025,03,0,1400,1650,R,29,30,J Villacis,47326,In Person,Intro BioMed
CCS,010A,06,3,1030,1145,MW,34,36,A Rodriguez,48715,In Person,Mex Am US Hist/Gov
MATH,015F,17,3,1400,1450,T,2,30,L Mazmanyan,50521,In Person,Stats Statway A
METR,215,02,3,1030,1145,TR,6,18,M Diao,46643,In Person,Adv Phys Met
ENGR,100W,60,0,1850,2020,MW,29,22,D Haley,50641,In Person,Engr Reports
BUS3,189,19,3,0900,1015,MW,30,30,S Khavul,49678,2 Pat - Mtg Pat & TBA (See Class Note),Strategic Mgmt
ENVS,168A,01,6,1030,1315,TR,8,40,A Mathews,49395,In Person,Global Climate Change I
METR,010,04,3,1030,1145,TR,61,63,R Plofkin,40170,In Person,Weather & Climate
MS,213,01,4,TBA,,TBA,1,30,S Hamilton,48409,In Person,Adv Ichthyology
INFO,299,01,3,TBA,,TBA,0,5,L Main,42330,Online Only - TBA Mtg Pat,MA Thesis/Project
BUS3,186,11,3,1800,2045,T,28,60,C Smith,49364,In Person,Prof & Bus Ethics
METR,112,83,3,TBA,,TBA,39,40,R Plofkin,50361,Online Only - TBA Mtg Pat,Globl Climate Chng
SE,135,01,3,1330,1445,TR,0,50,R Mak,49287,In Person,Obj Orient Anl Des
ENGL,002,18,3,1330,1445,MW,25,25,M Dowdy,43389,In Person,Critical Thinking and Writing
ENGR,100W,52,0,1100,1350,R,22,22,S Knapp,44233,In Person,Engr Reports
ZOOL,298,02,2,TBA,,TBA,0,10,,40810,In Person,Research
GEOL,001,02,4,1330,1445,MW,60,63,A Van Dyne,41213,In Person,General Geology
BUS2,190,82,3,TBA,,TBA,50,45,B Boveda,42087,Online Only - TBA Mtg Pat,Quant Bus Analysis
MS,298,42,2,TBA,,TBA,0,25,,42050,In Person,Resrch Mar Sci
SCWK,232,11,5,TBA,,TBA,0,18,B Tavera,50404,In Person,Soc W Pract III
CE,123,01,3,1800,2045,T,34,30,S Koosha,41715,In Person,Highway & Stree Des
COMM,199C,81,4,TBA,,TBA,26,25,B Brockmann,50063,Online Only - TBA Mtg Pat,Senior Seminar
CMPE,295B,10,3,1800,2045,F,0,30,D Harkey,42552,In Person,Master Project II
COMM,020,04,3,1030,1145,T,26,27,B Von Till,40935,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking
ME,195A,06,3,1330,1615,W,35,30,J Mokri,47732,In Person,Sr Dsgn Project I
PHYS,002B,19,0,1500,1750,W,11,18,R Parthasarathy,48170,In Person,Fund of Physics
HIST,010B,01,3,1330,1445,TR,18,25,R Cirivilleri,45878,In Person,Western Civilizatn
KIN,157,02,0,1030,1220,TR,23,20,A Dietrich,42564,In Person,Physiological Assessment
EDSE,285,01,3,1900,2145,W,17,35,A Golloher,42850,2 Pat - Mtg Pat & TBA (See Class Note),Sem on Is Rel Tch Ex Ind
HS,158,03,3,1800,1950,M,53,55,A Carter,47855,In Person,Hlth Comm
BIOL,181,02,2,TBA,,TBA,0,15,,43373,In Person,Intro Health Care
CMPE,137,01,3,1500,1745,W,25,50,K Perry,49092,In Person,Mobile Software Engineer
ANTH,140,04,3,1500,1615,MW,19,40,J McDaniel,47033,In Person,Human Sexuality
BUS3,160,04,3,1800,2045,T,47,45,M Hill,40096,In Person,Fund Mgmt & Org Beh
CCS,074,10,3,1800,2045,T,15,25,M Corrales,50598,In Person,Public Address
ENGL,001A,83,3,1330,1445,MW,23,23,A Stdennis,50134,In Person,First Year Writing
KIN,165,03,3,1330,1445,MW,40,40,S Chang,43213,In Person,Motor Development
MATH,243A,01,3,1500,1615,TR,11,20,D Brinkman,48589,In Person,Adv Numerical Analysis
COMM,131P,80,4,TBA,,TBA,24,25,C Perez,41551,Online Only - TBA Mtg Pat,New/You Media
ENGL,078,01,3,0900,1015,TR,11,30,J Villagrana,44706,In Person,Intro Shakespeare
KIN,015A,01,1,0830,0920,MW,22,24,S Butler,42517,In Person,Beg Basketball
MS,180,61,2,TBA,,TBA,0,36,,42076,In Person,Independent Studies
GEOL,120,03,3,0900,0950,TR,8,18,E Metzger,49991,In Person,Fundamentals Mineralogy
GEOL,007,05,0,1730,2015,M,24,24,G Diaz Santana,41263,In Person,Earth Time and Life
GEOL,180,15,1,TBA,,TBA,1,10,E Gabet,40428,In Person,Indiv Studies
BIOL,180,27,2,TBA,,TBA,2,15,R French,48082,In Person,Indiv Studies
MATH,288I,01,3,TBA,,TBA,4,10,C Tortora,46629,In Person,Stats Internship
NURS,145,08,4,1400,2000,RF,5,10,S Wood,50046,In Person,Adult Care Clin II
ART,024,01,3,0800,1050,MW,9,24,P Surgalski,45204,In Person,Drawing I
BUS,260,02,3,1800,2200,M,29,35,M Klein,42771,In Person,Mgrl Dec Analysis
NUFS,135,01,3,0900,1145,W,3,30,A Shaw,49667,In Person,Hlth Multiculture
DSID,021,01,3,1500,1750,MW,20,20,J McClusky,41337,In Person,Visualization I
NUFS,299,24,3,TBA,,TBA,0,10,A Widaman,48807,In Person,Mas Thesis or Proj
PHIL,066,05,3,0900,1015,TR,44,45,F Alberts,45306,In Person,Intro Aesthetics
ARTH,190B,01,3,1030,1145,MW,36,50,J Thompson,45147,In Person,Early Modernist
BIOL,021,25,0,TBA,,TBA,23,24,S Cargill,40083,In Person,Human Biology
BOT,298,03,3,TBA,,TBA,0,10,,40794,In Person,Research
CE,150,04,0,1330,1615,W,20,18,W Wang,42138,In Person,Hydro and Hydrau
HSPM,180,01,3,TBA,,TBA,0,5,T Yen,46575,In Person,Individual Studies
ECON,101,04,4,1030,1145,TR,45,40,F Fakhruddin,50127,In Person,Micr-Econ Analysis
MILS,140A,05,4,0800,0910,MW,8,30,M Morales,41385,In Person,Adap Ldrshp
MUSC,160F,02,1,TBA,,TBA,2,10,D Robbins,41669,In Person,ENS: Small Jazz Ensemb
ANI,131,01,3,1200,1450,MW,27,25,B Moore,41348,In Person,2D Animation II
ARTH,174A,01,3,1500,1745,R,14,20,L Fung,49253,In Person,Mus & Gall Oper
CS,190,01,1,1330,1445,F,15,30,C Tseng,46599,In Person,Internship Project
POLS,152A,01,4,1200,1315,MW,38,40,D Dudley,44935,In Person,Int'l Organizations/NGOs
GLST,189,02,2,TBA,,TBA,0,3,K Cushing,48843,In Person,Global Experience
NUFS,298,29,2,TBA,,TBA,0,10,F Yambrach,48803,In Person,Special Studies
DANC,049A,01,1,1030,1145,MW,3,35,J Yager,48675,In Person,Tpcs in Tap Dance I
CMPE,124,01,3,1330,1420,MW,24,50,A Bindal,44401,In Person,Digital Design I
AVIA,177,02,3,0730,1015,F,28,25,V Collom,50508,In Person,Genl Av Ops & Mgmt
BUS3,010,03,3,1200,1315,TR,42,45,W Easter,50432,In Person,Discover Business
HIST,100W,01,3,1200,1315,MW,27,25,M Wilson,43313,In Person,History Writers'  Workshop
NUFS,106B,02,3,1330,1445,TR,19,30,J Gieng,48734,In Person,Resrch Method NufS
ENT,298,03,3,TBA,,TBA,0,10,,40682,In Person,Research
ENVS,270,02,4,1500,1745,T,17,15,C Rampini,50114,In Person,Field Studies Watr
KIN,024A,04,1,0830,0920,TR,37,30,M Pascal-Gonzales,45536,In Person,Begin Bowling
CCS,025,01,3,0900,1015,TR,6,25,F Ortega,48883,In Person,Changing Majority
JS,181,02,6,TBA,,TBA,0,2,E Kinney,41353,In Person,Internship in JS
RECL,015,01,3,1500,1745,M,4,35,Q Hinton,49477,In Person,Human Life Span
JS,297,01,3,TBA,,TBA,3,5,E Adams,42672,In Person,Prgm Eval Proj
URBP,214,01,3,1800,2045,R,0,20,L Lira,49299,In Person,Intro to Public Management
BIOL,297,34,3,TBA,,TBA,1,15,B Carter,48235,In Person,Grad Research
BIOL,284,01,1,TBA,,TBA,0,15,,40627,In Person,MA Directed Reading
ENGL,298,01,1,TBA,,TBA,0,3,R McNabb,42572,In Person,Special Study
MUSC,160C,02,1,TBA,,TBA,5,10,S Jones,43999,In Person,EnsChamberMusic
KIN,027A,03,1,1030,1120,MW,49,40,L Cai,45540,In Person,Begin Table Tennis
ANI,111,02,3,1420,2000,F,21,25,S Borenstein,41371,In Person,Drawing Ani/Ill II
CS,185C,01,3,1030,1145,TR,13,30,M Stamp,49163,In Person,Adv Prac Comp Topics
TECH,169,11,0,1330,1615,T,25,30,T Brown Jr.,45731,In Person,Applied Elec Desgn
MCOM,108,01,3,0930,1215,T,12,20,T Korani,47083,In Person,Virtual Worlds
EDSE,218A,01,3,1600,1845,M,27,40,S Krishnan,41349,2 Pat - Mtg Pat & TBA (See Class Note),ASD: M/S Disabilit
HS,067,01,3,1200,1315,MW,26,25,S Paterson,44068,In Person,Intro Health Stat
MCOM,063,80,3,TBA,,TBA,19,20,C Saatsaz,49850,Online Only - TBA Mtg Pat,New Media
PHOT,040,06,3,1500,1750,TR,21,24,A Andrawes,45176,In Person,Beg Photography
KIN,293C,02,0,TBA,,TBA,8,15,M Tsuruike,43095,In Person,Fieldwork AT III
PHYS,040,01,3,1130,1310,T,20,15,T Madura,42380,In Person,Intro Comp Phys
BUS1,170,07,3,0730,0845,TR,40,45,M Greenough,47361,In Person,Fund of Finance
CE,140,06,0,1800,2045,T,15,12,R Lukkoor,43400,In Person,Geotech Engr
POLS,003,81,3,TBA,,TBA,43,45,L Quill,48215,Online Only - TBA Mtg Pat,Intro Pol Thought
ARTH,015,02,3,1500,1615,MW,68,70,I Pafford,43418,In Person,Visual Culture
CMPE,146,01,3,0800,0940,F,27,30,P Kang,41952,In Person,RT Embedded CoDes
HIST,272,01,4,1800,2045,R,13,15,A Garcia,47062,In Person,Sem Amer Dipl Hist
AVIA,031,11,0,1030,1315,R,26,20,D Romano,47190,In Person,Aircrft Theor & Dsgn
COMM,020,25,3,1030,1145,M,25,26,D Ramos,43814,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking
HA,187,04,3,1230,1830,F,5,10,Y Williams,48699,In Person,Photography
MATE,298,02,2,TBA,,TBA,1,20,S Diaz,41361,In Person,MS Res Project
BME,177,02,0,1800,2045,M,19,20,N Lapnet,49078,In Person,Physiol for Engr
CCS,074,05,3,0900,1015,TR,21,25,F Ponce,48677,In Person,Public Address
CE,121,05,3,1200,1250,TR,11,12,S Koosha,44046,In Person,Transp Engrg
SOCI,199H,01,1-4,TBA,,TBA,0,0,,40540,In Person,Sen Hon Thesis
HUM,002A,04,6,1030,1145,TR,18,35,J Stenberg,48132,In Person,Hum Honors 2A
CS,146,06,3,1030,1145,MW,31,30,W Andreopoulos,47474,In Person,Data Struct & Alg
CS,147,02,3,0900,1015,TR,33,30,F Di Troia,46864,In Person,Comp Architecture
ENGL,001AF,06,3,0900,1015,TR,22,22,B Hoffer,42846,In Person,FYW: Stretch English I
COMM,041,81,3,TBA,,TBA,25,25,K Werking,42527,Online Only - TBA Mtg Pat,Crit Dec Making
CE,238,01,3,1800,2045,T,43,40,L Battersby,47628,In Person,Adv Constr Prjt Mgmt
GEOL,107,05,3,1030,1145,MW,37,37,R Beltracchi,50038,In Person,Prehistoric Life
COMM,298,04,4,TBA,,TBA,0,5,,41549,In Person,Master's Project
BIOL,297,16,2,TBA,,TBA,1,15,R French,48221,In Person,Grad Research
AFAM,002A,02,3,1800,2045,T,28,30,B Seals,48895,In Person,AfAm & Dev Am Hist
HS,180,15,1,TBA,,TBA,3,5,A Santiago,50795,In Person,Indiv Studies
BUS2,130,86,3,TBA,,TBA,50,45,M Rajan,42963,Online Only - TBA Mtg Pat,Intro to Marketing
ENGL,001A,58,3,1500,1615,TR,23,23,M Edgerton,44159,In Person,First Year Writing
CCS,074,03,3,1200,1315,MW,24,25,A Casas,48673,In Person,Public Address
MATE,153,06,0,0900,1145,F,15,16,B Serrano,43386,In Person,EO&M Props Solids
CHAD,161,01,3,1600,1845,T,34,30,J Foster,43593,In Person,Ch Care Admin II
BUS1,170,03,3,1030,1145,MW,46,45,L Roden,47357,In Person,Fund of Finance
CHEM,001B,01,5,1030,1145,MW,196,158,M Esfandiari,40924,In Person,Gen Chem
ENGL,001A,36,3,1200,1315,TR,23,23,A Van Wey,43148,In Person,First Year Writing
NUFS,022,01,2,1330,1420,W,14,20,T Engstrom,48731,In Person,Caterng & Bev Mgmt
SPAN,001A,02,4,1500,1640,TR,29,30,E Sosa,49144,In Person,Elem Spanish
KIN,100W,05,3,1330,1445,TR,25,25,M Crockett,43310,In Person,Writing Workshop
SOCI,100W,80,3,TBA,,TBA,21,20,R Bryant-Anderson,47867,Online Only - TBA Mtg Pat,Writing Workshop
ENGR,008Q,02,1,1200,1240,MW,20,30,R Trocio,49897,In Person,Engineering Success
JS,107,01,3,1500,1615,MW,40,55,N Birthelmer,44239,In Person,Justice Mgmt
BUS3,186,03,3,1200,1315,MW,41,60,K Patel,49356,In Person,Prof & Bus Ethics
DSGD,063,01,3,0800,1050,MW,23,25,J Levy,41296,In Person,Fund Graphic Visual
NUFS,139,07,3,1330,1445,MW,28,30,K Cahill,40308,In Person,Hunger & Environ Nutr
BIOL,297,36,3,TBA,,TBA,0,15,,48237,In Person,Grad Research
AS,141A,02,0,0930,1120,F,7,20,M Neubauer,43548,In Person,Natl Security Aff
BIOL,190,03,3,TBA,,TBA,0,15,,40781,In Person,Fld Studies Biol
HIST,178,01,4,1200,1315,TR,15,25,P Hill,47047,In Person,U.S. 1920-1950
ZOOL,180,02,1,TBA,,TBA,0,10,,40806,In Person,Individual Studies
LLD,270,01,3,1330,1445,MW,6,15,S Vanniarajan,48298,In Person,Second Lang Acq
POLS,106,01,4,1330,1445,TR,39,40,M Currin-Percival,48289,In Person,U S Presidency
ME,115,01,1,1000,1245,M,12,15,I Tyukhov,40458,In Person,Thermal Eng Lab
AE,295B,01,3,1630,1915,F,7,25,N Mourtos,41055,In Person,Project II
KIN,062A,02,1,0930,1110,T,41,50,G Chen,40353,In Person,Begin Ice Skating
SOCI,299,31,3,TBA,,TBA,0,2,,40668,In Person,Masters Thesis
AMS,190,01,3,1500,1745,R,0,25,T Perreira,49451,In Person,Sr Sem in Hum
EE,097,02,1,0900,1145,R,10,20,K Ghadiri,41679,In Person,Intro EE Lab
ISE,180,01,1,TBA,,TBA,1,35,,47164,In Person,Individ Studies
POLS,015,02,3,0900,1015,TR,118,120,R Ovetz,45053,In Person,US & CA Government
EDSE,217A,02,6,TBA,,TBA,1,6,P Hughes,41571,In Person,Dir Tchng I LH
AE,180,11,1,1230,1320,R,15,30,,49912,In Person,Individual Studies
BUS5,141,02,3,0900,1015,TR,45,45,C Lim,48305,In Person,Proc & Supply Mgmt
ENVS,193,09,3,TBA,,TBA,11,5,B Olszewski,50067,In Person,Supr Proj & Res
PADM,215,01,3,1800,2045,W,24,20,E Ramones,45037,In Person,Public Pers Admin
MUSC,125D,01,1,0800,0950,F,15,15,G Lemmon,43812,In Person,Fund Tech Percus
UNVS,101,81,3,TBA,,TBA,151,180,M McNeil,49648,Online - TBA With Few Campus Mtg,Leadership
AE,030,03,0,0900,1150,M,14,30,L Lu,46498,In Person,Program. for AEs
