Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc
BIOL,129,01,3,1330,1445,MW,1,30,J Citron,49250,In Person,Neuroscience
COMM,020,71,3,0900,1015,T,23,26,P Bair,47286,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking
PSYC,139,01,3,1330,1445,MW,42,42,N Wagner,40231,In Person,Psy of Person
DSID,125,01,3,1200,1450,TR,19,24,J Guenther,47236,In Person,Adv Industrial Des
EE,112,01,3,1630,1745,MW,50,50,J Ponniah,44121,In Person,Signal Processing
CCS,299,02,3,TBA,,TBA,0,25,E Azcona,48743,In Person,MA Thesis
BUS1,125A,80,3,TBA,,TBA,9,25,C Lycurgus,47080,Online Only - TBA Mtg Pat,WritingforAcctg
MATH,071W,30,1,0900,1015,MW,26,30,A Gottlieb,50481,In Person,Calc Wkshp Bus/Avi
PHYS,052,20,0,1500,1750,T,12,18,V Santhanakrishnan,45346,In Person,General Physics
PHYS,050,14,0,0830,1120,M,18,16,M Kress,41831,In Person,General Physics
PKG,180,09,3,TBA,,TBA,0,10,X Liu,45644,In Person,Individual Studies
ATH,020I,01,1,TBA,,TBA,9,50,J Bowers,40040,In Person,Gymnastics-Women
DSID,041,01,3,1200,1450,MW,23,24,R Boeder,41101,In Person,Matls & Process I
BUS,201,01,1,1800,2200,M,25,45,C Lycurgus,42788,In Person,Bus Communications
LING,203,01,3,1630,1745,MW,13,15,K Moore,42875,In Person,Semantic Struc
RECL,155,02,3,1500,1745,M,20,20,W Spain,46386,In Person,Outdoor Rec System
MATH,071W,09,1,1200,1315,TR,26,28,S Crunk,47905,In Person,Calc Wkshp Bus/Avi
KIN,002A,02,1,0930,1020,MW,22,25,C May,43007,In Person,Begin Swimming
NURS,145,08,4,1400,2000,RF,5,10,S Wood,50046,In Person,Adult Care Clin II
KIN,035A,10,1,1230,1320,MW,35,32,A Lucero,45595,In Person,Begin Wt Training
BIOL,284,22,3,TBA,,TBA,0,15,,48190,In Person,MA Directed Reading
AMS,001A,02,6,1330,1445,MW,29,32,D Rivers,47537,In Person,Amer Cultures 1877
NUFS,139,01,3,1330,1445,TR,30,30,G Acker,40393,In Person,Hunger & Environ Nutr
ART,197,01,3,0900,1145,T,11,24,M Van Den Dool,45739,In Person,BA Senior Project
PSYC,145,01,3,1500,1745,R,10,60,R Rinck,49589,In Person,Comm Mental Health
KIN,038,05,1,1330,1420,MW,32,30,R Pacitto,45549,In Person,Begin Jogging
HUM,114,80,3,TBA,,TBA,20,35,C Phan,48154,Online Only - TBA Mtg Pat,Legacy of Asia
MS,180,21,2,TBA,,TBA,0,36,,42072,In Person,Independent Studies
BUS4,118H,01,3,1800,2045,M,15,20,A Polmanteer,45797,In Person,Honors Practicum I
ADV,121,01,3,1800,2045,T,41,40,S Eckstone,47019,In Person,Strategic Plan/Com
GERM,001A,02,4,1500,1640,MW,18,21,L Chiriaeva,42922,In Person,Elem Germ
GEOL,180,18,1,TBA,,TBA,0,5,,44287,In Person,Indiv Studies
ART,068,02,3,0900,1150,TR,21,24,L Dau,45197,In Person,Beg. Sculpture
ME,299,01,3,TBA,,TBA,3,10,R Agarwal,40254,In Person,Master's Thesis
KIN,157,02,0,1030,1220,TR,23,20,A Dietrich,42564,In Person,Physiological Assessment
AE,168,01,3,1200,1315,MW,96,90,L Lu,45875,In Person,Aero Vehicle Control
CHEM,293,01,3,1800,2045,T,6,15,B Lustig,49555,In Person,Appl Bioinformatics
PHYS,298,11,1,TBA,,TBA,0,1,A Romanowsky,50798,In Person,Research
BUS2,194A,01,3,1330,1445,TR,37,45,S Tian,42650,In Person,Statistical Analysis
ME,180,04,1,1700,1830,W,11,35,R Agarwal,47700,In Person,Indiv Studies
CHE,299,02,3,1500,1745,F,0,20,S Diaz,47072,In Person,Master's Thesis
CS,146,08,3,1630,1745,MW,31,30,W Andreopoulos,47476,In Person,Data Struct & Alg
TA,013,01,3,1030,1145,MW,29,30,S Cummins,41009,In Person,Great Comedies for Theat
SCI,001,09,1.5,1500,1615,TR,0,35,K Singmaster,49107,In Person,Acadmc Excel Wkshp
GEOL,001,09,4,1200,1315,MW,74,96,M Leigh,49134,In Person,General Geology
EE,106,03,0,1800,2045,W,3,20,,49526,In Person,Fund Mechatro Engr
NUFS,299,02,2,TBA,,TBA,0,10,X Feng,40573,In Person,Mas Thesis or Proj
CMPE,273,01,3,1500,1745,W,70,80,S Shim,49177,In Person,Ent Dist Systems
BIOL,297,05,1,TBA,,TBA,0,15,B Carter,46998,In Person,Grad Research
HIST,112,01,4,1030,1145,MW,24,25,J Roth,49182,In Person,Ancient West
BME,115,02,0,0900,1145,F,15,16,P Jurney,41712,In Person,Fndtns Biomed Engr
SOCI,160,01,3,1200,1315,TR,35,35,F DuCros,45768,In Person,Immigration & Identy
BUS1,020,08,3,1330,1445,TR,46,45,K Fowler,47269,In Person,Financial Account
PHIL,299,01,3,TBA,,TBA,0,5,,42274,In Person,Masters Thesis
DSGN,100W,01,3,0730,0845,MW,27,25,A Tran,41906,In Person,Writing Workshop: Design
BUS3,150,02,3,1800,2045,R,36,45,A Gomez,43503,In Person,Fund of HR Mgmt
MATH,129A,04,3,1630,1745,MW,36,35,O Kovaleva,41340,In Person,Linear Algebra I
MS,298,61,1,TBA,,TBA,0,25,,42057,In Person,Resrch Mar Sci
BUS,220S,01,3,1330,1745,TR,19,40,M Calegari,42796,In Person,Finan Rpt & Analy III
PHYS,050,02,4,1500,1615,MW,167,180,G Quan,41882,In Person,General Physics
EDCO,292,12,3,TBA,,TBA,9,10,M Schekman,45372,In Person,Supv Exp Couns
MUSC,053,01,1,1330,1520,TR,15,30,F Cohen,41521,In Person,ENS: UnivSymphOrchest
PSYC,100W,06,3,1630,1745,MW,22,24,J Ventura,41948,In Person,Writing Workshop
NUFS,298,22,1,TBA,,TBA,1,10,G Pignotti,42103,In Person,Special Studies
PHIL,186,83,3,TBA,,TBA,25,45,J Cardoza-Kon,48010,Online Only - TBA Mtg Pat,Prof & Bus Ethics
LING,123,01,3,0900,1015,MW,25,25,R Kataoka,40651,In Person,Sound Comm
CA,173,01,3,1500,1745,T,4,32,V Rue,47668,In Person,Cont World Arts
BUS3,186,08,3,1030,1145,TR,30,60,K Patel,49361,In Person,Prof & Bus Ethics
ECON,002B,80,1,TBA,,TBA,56,50,P Lombardi,40346,Online Only - TBA Mtg Pat,Micro Online Lab
NUFS,139,07,3,1330,1445,MW,28,30,K Cahill,40308,In Person,Hunger & Environ Nutr
PHYS,002A,21,0,1400,1620,TR,22,20,M Lagana,45339,In Person,Fund of Physics
SPAN,102B,01,3,0900,1015,MW,22,30,T Estrabao,40389,In Person,Hisp Amer Culture
PHOT,040,02,3,1500,1750,MW,22,24,V Heilweil,45170,In Person,Beg Photography
CE,134,01,3,1330,1615,T,35,30,J Pyeon,49879,In Person,Proj Mgt Const
ASTR,117A,01,3,1630,1745,TR,13,25,T Madura,45248,In Person,Astrophysics I
ME,106,04,0,1330,1615,R,18,20,,47630,In Person,Fund Mechatro Engr
KIN,061A,05,1,1130,1320,F,50,50,S Caughlan,40974,In Person,Begin Hatha Yoga
BUS5,187,08,3,1500,1615,TR,41,40,W Van Hooff,48335,In Person,Global Dimensn Bus
DANC,102,80,3,TBA,,TBA,40,40,J Walton,43731,Online Only - TBA Mtg Pat,Dance in Wrld Cult
NURS,146A,04,2,0700,1300,W,8,10,E Carroll,44680,In Person,Peds Clinical
ME,106,02,0,1330,1615,T,15,20,B Furman,47622,In Person,Fund Mechatro Engr
AAS,180,41,4,TBA,,TBA,0,3,,43980,In Person,Individual Studies
METR,299,11,1,TBA,,TBA,0,5,,41159,In Person,Thesis
BIOL,066,25,0,1030,1320,T,23,24,V Jimenez,44243,In Person,Human Physiology
HIST,145,01,4,1330,1445,TR,14,25,M Pickering,47079,In Person,Eur & Wld Fr 1945
ENGL,002,23,3,1500,1615,MW,25,25,Z Babaci-Wilhite,46782,In Person,Critical Thinking and Writing
BIOL,115,01,4,1030,1145,TR,180,180,M VanHoven,44594,In Person,General Genetics
MCOM,280,01,3,1800,2045,W,3,20,N Garud Patkar,47085,In Person,Communication Mgmt
CE,008,03,0,1330,1615,T,18,18,S Koosha,41693,In Person,Plane Surveying
ART,162,01,3,1500,1750,TR,19,24,M Taylor,45218,In Person,Watercolor
SCWK,281,02,3,1800,2045,T,26,30,M Conroy,42121,In Person,Soc W in H/MH
TECH,173,01,3,1800,1915,MW,34,30,R Grotegut,47782,In Person,Cloud Computing
CHAD,070,02,3,0900,1015,MW,30,30,P Bonander Oakes,45555,In Person,Lifespan Devel
EDSE,230A,01,3,1600,1845,M,33,35,C Harris,48318,2 Pat - Mtg Pat & TBA (See Class Note),Curr Instr M/M
POLS,157,01,4,1330,1445,MW,44,40,K Sasikumar,48293,In Person,Intl Security
BIOL,297,06,1,TBA,,TBA,0,10,B Grillo-Hill,50800,In Person,Grad Research
ASIA,140,01,3,1030,1145,MW,8,30,C Peng,49317,In Person,Chin Cul & Pol Lit
WOMS,020,01,3,1330,1445,MW,25,35,S Gallardo,47247,In Person,Wom of Color in US
CHAD,070,08,3,1330,1445,TR,29,30,S Branca,48486,In Person,Lifespan Devel
PSYC,240,01,3,1500,1615,MW,7,20,H Tokunaga,42140,In Person,App Psychometrics
MS,298,74,4,TBA,,TBA,0,25,,42467,In Person,Resrch Mar Sci
STAT,095,05,3,1330,1445,TR,119,125,L Huntsman,41958,In Person,Elem Stat
RELS,099,01,3,1030,1145,MW,25,35,T Perreira,48193,In Person,Death Dying & Rels
FS,160,81,3,TBA,,TBA,24,35,S Lee,49886,Online Only - TBA Mtg Pat,Spec Topics FS
NUFS,280A,11,12,TBA,,TBA,0,10,A Widaman,48798,In Person,Dietetic Internship
MUSC,010A,04,3,1330,1445,TR,68,65,R Sacolick,43243,In Person,Music Appreciation
KIN,024A,05,1,0930,1020,TR,44,30,M Pascal-Gonzales,45537,In Person,Begin Bowling
CE,112,01,3,1030,1145,MW,39,55,K McMullin,44043,In Person,Mech of Matls
AS,002A,02,0,0930,1120,F,22,30,M Neubauer,43546,In Person,Air and Space Pwr
GLST,164,01,3,1500,1615,TR,26,35,B White,47811,In Person,Global Citizenship
CE,170,02,0,1330,1615,M,19,18,U Ndon,41200,In Person,Prin Environ Engr
MATH,203,01,3,1500,1615,MW,4,10,D Fryer,45940,In Person,"Appl Math,Comp&Stat Proj"
URBP,226,01,4,1930,2215,R,13,15,R Lee,42152,In Person,Reg Transport Plan
BUS5,140,09,3,1330,1445,TR,46,45,J Tan,44798,In Person,Fund of Oper Mgmt
ME,195A,06,3,1330,1615,W,35,30,J Mokri,47732,In Person,Sr Dsgn Project I
ENT,186,01,2,TBA,,TBA,0,10,,40722,In Person,Senior Thesis
OCTH,226,01,3,0900,1145,W,21,21,A Smith,42417,In Person,OT with Children
CS,151,03,3,1500,1615,TR,33,30,J Pearce,41757,In Person,Object Orntd Dsgn
COMM,020,26,3,1200,1315,M,25,26,R Mara,43815,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking
AE,173,01,3,1630,1745,MW,24,30,S Swei,45139,In Person,UAV Deisgn
MATH,015F,03,3,0800,0850,M,0,30,M Zoubeidi,49568,In Person,Stats Statway A
BOT,180,03,3,TBA,,TBA,0,10,,40687,In Person,Individual Studies
EDSE,115,01,3,1330,1445,MW,19,30,E Smith,44720,In Person,Intro to Deaf Culture
KIN,040A,01,2,0900,1020,MW,13,30,M Basile,49495,In Person,Tpcs Modern Dance l
NUFS,008,03,3,0900,1145,F,24,45,K Knoblaugh,48722,In Person,Nutr Health Prof
NUFS,299,23,2,TBA,,TBA,0,10,A Widaman,48806,In Person,Mas Thesis or Proj
ART,222,01,3,TBA,,TBA,4,20,A Raynsford,42611,In Person,Grad Tutrls Photog
NUFS,139,80,3,TBA,,TBA,28,30,E MacKusick,48741,Online Only - TBA Mtg Pat,Hunger & Environ Nutr
AE,020,03,0,1800,2050,T,29,30,R Benzio,46458,In Person,CAD for AEs
ISE,161,01,3,1800,2045,W,7,20,A James,47145,In Person,Med Err Sfty Engr
METR,012,02,3,1030,1145,MW,45,46,P Brown,41477,In Person,Global Warming
KIN,147,04,0,1600,1750,MW,25,20,J Hannigan,44189,In Person,Biomechanical Asmt of Mvmnt
DSGD,100,02,3,1200,1450,MW,29,25,D Lee,41493,In Person,Vis Comm & Process
METR,060,07,0,1000,1245,W,11,24,P Zechiel,50337,In Person,Met I
MATH,167R,02,3,1500,1615,TR,34,35,C Tortora,48605,In Person,R Programming
EE,124,01,4,1030,1145,MW,55,65,H Wong,41727,In Person,Electr Design II
POLS,020,02,3,1500,1615,MW,23,25,S Benson,44900,In Person,Controv Legal Iss
HS,001,01,3,0900,1015,MW,32,30,M McCarthy,40985,In Person,Understand Health
NURS,054,04,2,1400,1700,R,20,22,R Billner-Garcia,41624,In Person,Nursing Skills II
PSYC,190,01,3,1030,1145,MW,25,22,A Caffrey,48848,In Person,Curr Iss Capstone
MILS,130A,02,0,1415,1700,W,11,30,M Morales,40962,In Person,Adap Tm Ldrshp
ENGL,105,01,4,0900,1015,TR,20,25,R Skinnell,44654,In Person,Adv Composition
BIOL,100W,04,3,1030,1315,R,23,24,E McGee-Bergerol,41762,In Person,Sci Commun Wkshp
ECON,107,02,3,1030,1145,TR,15,35,C Su,49503,In Person,Env Econ & Policy
MATH,019W,31,1,0900,1015,TR,22,24,H Ng,50388,In Person,Precalculus Workshop
DANC,054,02,3,0900,1040,MF,16,30,D Lomuljo,48695,In Person,TPCS in Danc II
AFAM,002A,02,3,1800,2045,T,28,30,B Seals,48895,In Person,AfAm & Dev Am Hist
EDCO,279,01,3,1600,1845,R,28,25,L Roberts,41769,In Person,Adv Group Process
BUS5,141B,01,3,1330,1445,MW,16,40,Y Wu,48324,In Person,Trans & Log Mgt
SOCI,181B,02,3,1800,2045,W,22,30,P Rudy,47947,In Person,Sociology Capstone
ME,101,01,3,1330,1445,TR,24,25,R Agarwal,41321,In Person,Dynamics
HS,180,08,1,TBA,,TBA,0,15,R Rinck,42699,In Person,Indiv Studies
PHIL,291,01,3,1800,2045,M,11,20,K Patel,42649,In Person,Epistem or Metaphy
OCTH,275,02,3,1330,1615,T,20,21,C Fang,41810,In Person,EBP in OT
NUFS,031,01,1,1330,1420,T,36,35,D Singamsetti,40201,In Person,Prof in Nufs and Pkg
TECH,041,15,1,0900,1145,W,3,24,C March,47487,In Person,Mach Shop Safety
ECON,003,02,0,TBA,,TBA,32,32,G Hanle,44144,In Person,Econ Statistics
INFO,298,05,3,TBA,,TBA,1,20,D Faires,48650,Online Only - TBA Mtg Pat,Special Study
AS,001A,01,1,0800,0915,F,23,80,A Tasso,42368,In Person,Foundation of USAF
BUS3,160,20,3,1800,2045,W,46,45,P Wells,49953,In Person,Fund Mgmt & Org Beh
PHIL,010,06,3,1500,1615,TR,41,41,K Brown,41195,In Person,Intro to Phil
RECL,169,80,1,TBA,,TBA,18,30,S Ross,45323,In Person,Practicum in RT
PSYC,121E,41,0,1315,1615,W,19,22,V Carr,48953,In Person,Psychophysiol Lab
MUSC,019,01,3,1800,2045,M,42,50,R Sacolick,48277,In Person,Mus Wrld Cultures
RTVF,082,80,3,TBA,,TBA,39,40,S Sublett,48862,Online Only - TBA Mtg Pat,Intro Film History
LLD,100A,10,3,1630,1745,TR,21,22,N Shugan,48231,In Person,Writing Competency
ISE,299,02,2,TBA,,TBA,0,25,,47218,In Person,Masters Thesis
MATE,198A,01,2,0900,0950,F,24,25,R Chung,44568,In Person,Sr Design Proj
SCI,299,01,3,TBA,,TBA,0,1,,42235,In Person,Thesis
MATH,071,08,3,1030,1145,TR,40,40,A Jiru,47892,In Person,Calc Bus/Aviation
CCS,010A,08,3,0900,1015,TR,36,36,G Mora-Torres,48719,In Person,Mex Am US Hist/Gov
ME,295B,13,3,TBA,,TBA,1,10,F Barez,50567,In Person,ME Project II
TA,011,80,3,1500,1615,MW,22,40,L Long,48994,Online Only - 2 Pat (See Class Note),Script Analysis
LLD,100WB,11,3,0930,1215,F,24,25,K Haven,43588,In Person,Wrtg Wrkshp Bsns Stdnts
LLD,100A,09,3,1500,1615,TR,20,22,C Bankston,43583,In Person,Writing Competency
ENGL,001B,10,3,1630,1745,MW,24,25,F Kirk,42867,In Person,Argument and Analysis
NUFS,163,07,3,1030,1145,MW,14,32,A Bloom,48757,In Person,Phys Fit + Nutrit
CMPE,275,01,3,1800,2045,R,44,50,C Zhang,42628,In Person,Enterprise App Dev
ENVS,168A,02,6,1030,1315,TR,19,40,Q Tan,49396,In Person,Global Climate Change I
PHIL,126,01,3,1030,1145,TR,11,35,D Williamson,47713,In Person,Environ Ethics & Phil
FS,162,01,3,0900,1115,T,34,36,M Juno,44226,In Person,FS Applications
MATH,269,02,3,1630,1915,M,11,20,A Gottlieb,46463,In Person,Stat Consulting
RECL,010,01,3,1030,1145,MW,35,35,P Toney,41476,In Person,Creat Meaning Life
MICR,141L,01,3,1030,1320,MWF,16,12,D Rouhbakhsh,40176,In Person,Path Micro I Lab
MS,298,24,4,TBA,,TBA,0,25,,42044,In Person,Resrch Mar Sci
PSYC,030,01,3,0900,1015,MW,43,42,A Evans,40325,In Person,Intro Psychbiology
SOCI,180,33,3,TBA,,TBA,0,5,,43903,In Person,Indiv Studies
BUS1,171A,02,3,1030,1145,TR,48,45,S Ivanov,47117,In Person,Financial Instit
RTVF,110,06,3,0900,1015,TR,38,48,O White,49031,In Person,Media and Culture
MUSC,230,01,1,TBA,,TBA,1,2,G Haramaki,46963,In Person,GrdPianoSec
BUS3,186,10,3,1330,1445,TR,34,60,J Giddings,49363,In Person,Prof & Bus Ethics
PHYS,050W,02,1,1030,1220,M,19,20,E Sigari,41148,In Person,Physics Workshop
PSYC,190,07,3,1200,1315,TR,17,22,C Chancellor-Freeland,48856,In Person,Curr Iss Capstone
JS,181,04,6,TBA,,TBA,0,2,A De Giorgi,41355,In Person,Internship in JS
ANTH,140,03,3,1630,1745,MW,25,40,J Marlovits,47032,In Person,Human Sexuality
ATH,012S,02,1,TBA,,TBA,19,20,B Brennan,40028,In Person,Skl Dvlp Football
ME,285,01,3,1800,1850,TR,35,35,S Bashash,47778,In Person,Mechatronic Sys En
RECL,170B,80,10,TBA,,TBA,0,15,S Ross,45353,Online Only - TBA Mtg Pat,Intern in Rec
MATH,001,10,3,1200,1315,TR,23,32,G Le,50234,In Person,Math Reasoning
BUS3,160,14,3,1800,2045,T,49,45,P Wells,44905,In Person,Fund Mgmt & Org Beh
HIST,001B,01,3,1030,1145,MW,23,25,M Wilson,41271,In Person,World History from 1500
SOCI,180,11,1,TBA,,TBA,1,5,C Garcia,43893,In Person,Indiv Studies
COMM,299,06,6,TBA,,TBA,1,5,P Raman,41550,In Person,Master's Thesis
BUS2,190,09,3,1800,2045,M,56,45,O Yu,49183,In Person,Quant Bus Analysis
PHYS,050,29,0,0900,1150,R,17,16,C Morante,41841,In Person,General Physics
KNED,184Z,01,4,TBA,,TBA,2,10,D Daum,40374,In Person,Stdt Tchg III
CMPE,189,01,3,1500,1615,TR,12,30,W Wu,44478,In Person,Spcl Topics in CmpE
BOT,298,02,2,TBA,,TBA,0,10,,40793,In Person,Research
MUSC,255,01,1,1330,1520,MW,1,3,D Vickerman,44019,In Person,GrdWindEns
COMM,080,06,1,TBA,,TBA,44,45,A Mathews,40740,In Person,Communication Workshop
RECL,015,07,3,0900,1015,TR,2,35,F Noonis,49482,In Person,Human Life Span
KIN,166,03,0,1300,1450,R,27,20,E Wughalter,41517,In Person,Motor Learning
UNVS,015F,12,0,0800,0945,TR,22,30,F Yarahmadi,47397,In Person,Stats Statway A
DSIT,005,01,3,0800,1450,F,27,25,D Seah,41915,In Person,Intro Int Dsn+Arch
NURS,200,50,3,1530,1820,W,10,24,R Whitney,46688,In Person,Health Systems
KIN,282,01,3,1600,1845,T,8,15,C Armstrong,40715,In Person,Marketing/Sport
MUSC,001B,01,1,1030,1120,MW,30,30,B Ciach,40180,In Person,Music Systems IB
ENGL,060,01,4,0900,1015,TR,41,40,A Johnson,44718,In Person,Lit Survey 1680-1860
SCWK,261,01,3,0900,1145,M,20,30,G Thomas,40835,In Person,Dir Pract Children
RECL,015,02,3,1200,1315,MW,2,35,C Doyle,49478,In Person,Human Life Span
CMPE,283,01,3,1800,2045,M,39,80,M Larkin,42568,In Person,Virtual Techniques
CHEM,030A,13,0,1030,1320,M,29,29,S Singh,42205,In Person,Intro Chem
CS,157A,05,3,1800,1915,MW,31,30,F Butt,50102,In Person,Int to Dtb Mgt Sys
ART,166,01,3,1500,1750,MW,9,24,S O'Dell,41044,In Person,ContemporaryIssues in Painting
PSYC,191,02,3,1330,1445,TR,38,35,N Rattan,40839,In Person,Psych of Prejudice
NUFS,135,03,3,1500,1745,W,2,30,N Zhang,49669,In Person,Hlth Multiculture
ME,101,05,3,1200,1315,MW,29,25,P Boylan-Ashraf,43515,In Person,Dynamics
MATH,1010AS,08,1,1200,1345,R,27,35,T Hsu,50470,In Person,Math 10A Support
PHIL,298,05,3,TBA,,TBA,1,5,J Stemwedel,50783,In Person,Spec Studies
COMM,091J,01,1,TBA,,TBA,43,45,S Laczko,40133,In Person,Judge Training
MUSC,173,01,3,1500,1745,T,1,32,V Rue,49352,In Person,Cont World Arts
COMM,101C,81,4,TBA,,TBA,28,25,M Byrd,44247,Online Only - TBA Mtg Pat,Junior Seminar
HSPM,104,80,3,TBA,,TBA,23,35,Y Huang,46691,Online Only - TBA Mtg Pat,Hospitality Mktg
ENGL,001A,48,3,1330,1445,TR,23,23,L Lindelof,43159,In Person,First Year Writing
BUS,298I,02,1,TBA,,TBA,0,3,,46835,In Person,Applied Bus Intern
TA,153,02,0,TBA,,TBA,11,25,C Carpenter,48936,In Person,Costume Design
COMM,151I,80,4,TBA,,TBA,22,25,T Coopman,45255,Online Only - TBA Mtg Pat,New Media/Methods
BIOL,297,03,1,TBA,,TBA,0,15,E Skovran,46996,In Person,Grad Research
TA,153,01,3,1030,1145,MW,11,25,C Carpenter,48935,In Person,Costume Design
HS,161,08,0,1700,1750,M,26,25,S Martin,43256,In Person,Epidemiology
JS,181,17,3,TBA,,TBA,5,10,E Kinney,44213,In Person,Internship in JS
ECON,136,02,4,1330,1445,TR,42,40,J Pogodzinski,43609,In Person,Internatl Econ
COMM,160F,80,4,TBA,,TBA,30,25,R Halualani,43690,Online Only - TBA Mtg Pat,"Lang, Meaning, Cul"
COMM,020,06,3,0900,1015,M,28,27,S Eckstone,40937,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking
CHAD,160,02,0,0845,1145,MW,5,6,J Foster,40249,In Person,Child Dev Pract
INFO,200,01,3,TBA,,TBA,33,35,Z Liu,42293,Online Only - TBA Mtg Pat,Inf. Comm
INFO,203,01,1,TBA,,TBA,73,75,D Faires,42300,Online Only - TBA Mtg Pat,Online Learning
RTVF,031,81,3,TBA,,TBA,29,30,R Raimist,42669,Online Only - TBA Mtg Pat,Film/TV Aesthetics
PSYC,110,05,3,1500,1615,TR,39,40,A Lewis,45123,In Person,Adult Psychopathol
MS,298,06,1,TBA,,TBA,0,25,,42065,In Person,Resrch Mar Sci
UNVS,095B,05,2,1630,1720,M,15,25,M Randle,48676,In Person,Spartans Back On Track
BIOL,118,12,0,0900,0950,F,17,20,L Benson,47480,In Person,Evolution Genetics
PHYS,052,02,4,1500,1615,MW,38,45,A Hatzikoutelis,41879,In Person,General Physics
MATH,018A,12,3,1630,1745,TR,36,35,K Le,47920,In Person,College Algebra
BIOL,180,54,4,TBA,,TBA,0,15,,48101,In Person,Indiv Studies
LING,021,80,3,TBA,,TBA,25,25,E Chiu,43235,Online Only - TBA Mtg Pat,Langu and Thinking
CHEM,180,14,1,TBA,,TBA,5,10,R Kelly,45289,In Person,Indiv Studies
BME,298,01,2,TBA,,TBA,0,25,R Duque,45827,In Person,MS Project
EDSE,279,01,3,1600,1845,T,20,35,H Park,41022,2 Pat - Mtg Pat & TBA (See Class Note),Mgn Bhvr Empss SED
MUSC,060J,02,1,TBA,,TBA,5,15,S Jones,46849,In Person,StringEns
BUS1,172D,01,3,1330,1445,TR,17,45,S Ivanov,47371,In Person,Student Fund
EE,277A,03,3,1230,1515,F,17,35,A Rahimi,50757,In Person,Embedded SoC Des.
BIOL,180,26,2,TBA,,TBA,4,15,K Wilkinson,48081,In Person,Indiv Studies
PHYS,002B,23,0,0900,1150,F,18,18,N Adham,45340,In Person,Fund of Physics
ENGL,112A,01,3,1030,1145,MW,37,35,D Hendel De La O,48352,In Person,Childrens Lit
MUSC,040A,01,2,1030,1100,TR,22,35,T Langan,40183,In Person,Jazz Improv - I
PHIL,012,02,3,1330,1445,MW,37,40,D Williamson,42727,In Person,Phil of the Person
MICR,180,03,3,TBA,,TBA,0,10,,40756,In Person,Indiv Studies
CA,172,02,3,1500,1745,W,17,32,W McCraw,47660,In Person,Arts in US Society
SCI,184,03,3,TBA,,TBA,0,15,,40589,In Person,Directed Reading
PHIL,134,84,3,TBA,,TBA,40,42,K Yrigoyen,47724,Online Only - TBA Mtg Pat,"Computers, Ethics, Society"
KIN,161,01,3,1330,1445,MW,40,40,D Bohigian,42099,In Person,Philos of Sport
SPED,242C,01,4-6,TBA,,TBA,0,0,,40243,In Person,Educ Internship
KIN,061A,04,1,0930,1120,W,52,50,J Linafelter,40973,In Person,Begin Hatha Yoga
EE,239,01,3,1800,1915,TR,21,35,M Badawy,47600,In Person,Sel Top in Sys & C
PADM,218,01,3,1800,2045,T,14,20,L Lira,45038,In Person,Public Budgeting
SCED,298,05,3,TBA,,TBA,0,7,R Kelly,50112,In Person,Research
CHAD,101,02,3,1030,1145,MW,30,30,R Friendly,43590,In Person,Res Meth in Ch Dev
NURS,147B,02,3,0800,1700,T,12,12,N Dudley,42035,In Person,Com Hlth Clin
JS,184,04,1,TBA,,TBA,0,5,A De Giorgi,49689,In Person,Directed Reading
PHYS,051,21,0,1200,1450,R,18,16,A Cabot,41869,In Person,General Physics
BIOL,155,12,0,1330,1620,W,5,10,M McFarlin,44613,In Person,Hypothesis Testing
METR,299,14,1,TBA,,TBA,0,5,,41145,In Person,Thesis
NUFS,163,10,3,1200,1315,MW,12,32,A Bloom,48760,In Person,Phys Fit + Nutrit
ME,101,04,3,1030,1145,MW,28,25,B Furman,43372,In Person,Dynamics
EE,118,02,0,0900,1145,T,19,20,N SHIVA MURTHY,41718,In Person,Dig Lgc Crt Dsgn
ME,120,02,0,1030,1315,M,16,15,A Mysore,40459,In Person,Experimental Meths
JS,102,02,3,1730,2015,R,50,125,E Sills,48359,In Person,Police and Society
PHIL,180,01,1,TBA,,TBA,0,5,,42271,In Person,Indiv Studies
LING,021,10,3,1200,1315,TR,25,25,S Ball,43531,In Person,Langu and Thinking
BIOL,297,34,3,TBA,,TBA,1,15,B Carter,48235,In Person,Grad Research
RTVF,020,01,3,0900,1045,T,18,18,J Abrams,49001,In Person,Intro Audio FilmTV
GEOL,180,16,1,TBA,,TBA,1,5,R Portner,43486,In Person,Indiv Studies
CMPE,295B,06,3,1800,2045,F,5,30,D Harkey,42548,In Person,Master Project II
PSYC,112,01,3,0900,1015,MW,44,40,L Jones,45124,In Person,Psy of Adolescence
NUFS,123,01,3,1200,1315,MW,42,40,I Brown,41628,In Person,Nutrit for Sport
KIN,014A,02,1,1030,1120,TR,42,40,C May,40922,In Person,Begin Volleyball
SOCI,223,01,3,1800,2045,W,7,15,C Cox,45812,In Person,Sem Soci Issues
MATH,030,05,3,1500,1615,TR,39,40,H Katsuura,48596,In Person,Calculus I
URBP,185,10,0,TBA,,TBA,3,22,S George,49466,In Person,Envir Impact Anal
TECH,146,01,3,1630,1915,T,39,30,T Langston,46516,In Person,3D Printing & App
